,message,timestamp,username,m_length,datetime
3120,"
*Day 4/60:*
1) Completed first 3 videos of Lesson - 5
2) Making Notes
3) Attend Virtual Meetup @samshashcool@sachinmalik413@myidispg
4) Start working with @anjumercian85@sanskriti.bajaj98@bharati.frnds@ivolinengong
5) Start Discussion on My Project with @abhinandalfio
I encourage @yemissi.kifouly & @anjumercian85 for day to day progress.
",06/30/2019 10:35 p.m.,urvi151197,341,2019-06-30 22:35:00
3121,"
Thanks a lot Anna for your appreciation! You are my best study buddy ever:panda_dance::cute-panda:
",06/30/2019 10:36 p.m.,vigneshwari.ramakrish,100,2019-06-30 22:36:00
3122,"
Day 4
1. Progressed with the course contents of Intro to Pytorch
2. Progressed with Lesson 2 of Secure and Private AI  Challenge
3. Coding today was related to the course contents primarily
4. Co-hosted a virtual meetup w/ @sarahhelena.barmer for #wmn_who_code channel. It was Virtual meetup #5
(tagging all the participants below)
I encourage @vp161197@agbugbaijeoma@krishna.chari to get started with the challenge! You go! :good-luck:#60daysofudacity :60daysofudacitybadge:
",06/30/2019 10:36 p.m.,jenashubhangi20,477,2019-06-30 22:36:00
3123,"
*Day 4*:
1) Completed style transfer from intro to deep learning by pytorch
2) Completed first lecture of fast.ai and tried to make a classifier for dog breeds without any help
3) Started to work on kaggle competition in collaboration with @deepakdk2431
",06/30/2019 10:38 p.m.,aniketthomas27,255,2019-06-30 22:38:00
3124,"
@munniomer@mahak.bansal97@mikaelaysanchez@anjumercian85@krishna.chari@ivolinengong@sarahhelena.barmer@learn556@haripoornithra@khandelwalcibaca@aarthialagammai21@bharati.frnds@quratfatima581@kengying5@ursulaperezr@obijoyce@evigiannakou@adhikari.astha5@mushrifahhasan@marwa.qabeel138@newinmunich@egreblova@bow1226 Thank you all for joining us! It was lovely knowing each other today.
",06/30/2019 10:39 p.m.,jenashubhangi20,383,2019-06-30 22:39:00
3125,"
Ya  @mish.shubh,
I could be great learning experience 
I encourage @harmanbhatia101  and @dubeankit07  to participate daily
",06/30/2019 10:39 p.m.,bhadreshpsavani,125,2019-06-30 22:39:00
3126,"
@evigiannakou has joined the channel
",06/30/2019 10:39 p.m.,evigiannakou,38,2019-06-30 22:39:00
3127,"
 Thank to each and every one of you for a great meetup! Already looking forward to next Sunday 
",06/30/2019 10:41 p.m.,sarahhelena.barmer,97,2019-06-30 22:41:00
3128,"
@jenashubhangi20 and @sarahhelena.barmer Thank you for the fantastic meetup. I kicked off my Day 1 here.
",06/30/2019 10:43 p.m.,krishna.chari,106,2019-06-30 22:43:00
3129,"
@krishna.chari So lovely to meet you Krishna! And yay! Celebrating your Day 1 
",06/30/2019 10:44 p.m.,sarahhelena.barmer,80,2019-06-30 22:44:00
3130,"
Day 3
Today I reviewed the complete Chapter Neural Networks from the Intro to DL with PyTorch course using my handwritten to discuss it with my study group members @munniomer@smogal95 and @aarthialagammai21 tomorrow
I'd also like to thank @bharati.frnds and @krisastern for helping me stay motivated to keep going in this challenge 
",06/30/2019 10:45 p.m.,rumanubhardwaj,334,2019-06-30 22:45:00
3131,"
Keep up the good work @rumanubhardwaj, especially the usual high standards you have set for yourself
",06/30/2019 10:46 p.m.,krisastern,102,2019-06-30 22:46:00
3132,"
Day 4:
- Watched some videos from lesson 8
- Did a few exercices on RRT and did the quiz organized at #reading_paper_discuss
- Read this article: https://towardsdatascience.com/getting-started-with-reading-deep-learning-research-papers-the-why-and-the-how-dfd1ac15dbc0
- Encouraging @ugurcemozturk and @casabiancadenny to continue their efforts! :bananadance:
",06/30/2019 10:46 p.m.,mary.romanenko,361,2019-06-30 22:46:00
3133,"
Day4 : Understood concepts of privacy attack #60daysofudacity
",06/30/2019 10:47 p.m.,ishita_renu,63,2019-06-30 22:47:00
3134,"
*Day-4 at a Glance:*
1) Moved to exponential mechanism and advanced composition theorems.
2) Sticked to the hackerearth and implemented topological sort, hamiltonian path and articulation points.
3) Finding my way around data cleaning and accustomed to numpy and pandas
4) Completed lesson 6. Thinking about a project now!
5) Attempted the quiz provided by @sol.vriksh@rishisridhar96@arkachkrbrty.
6) Preparing some medium articles on my findings in differential privacy and noise mechanism.
*Say ""I will!"" and then stick to it--*
*That's the only way to do it.*
-Nixon Waterman
Finally the Day-4 at end! Hope you guys enjoyed your day and don't forget to post. Stay focused! Keep contributing!@arkachkrbrty@george.christ1987@jenashubhangi20@labknr98@sol.vriksh@haripoornithra@mudeledimeji@honeyjindgar
",06/30/2019 10:47 p.m.,ash3ax,804,2019-06-30 22:47:00
3135,"
@jenashubhangi20 and @sarahhelena.barmer thank you for the awesome meetup  
",06/30/2019 10:47 p.m.,munniomer,77,2019-06-30 22:47:00
3136,"
@munniomer Always lovely to see you Munira  Looking forward to the article 
",06/30/2019 10:49 p.m.,sarahhelena.barmer,77,2019-06-30 22:49:00
3137,"
*Day 3/60* #60daysofudacity Read an article on AI in Data Privacy.https://towardsdatascience.com/security-privacy-in-artificial-intelligence-machine-learning-part-6-up-close-with-privacy-3ae5334d4d4b Continued ""Introducing Differential Privacy"" lesson. Had a discussion with fellow moderators regarding logging of questions in the #tech_help channel.
I would like to invite @dimple.bhuta and @envshub to share their experiences. Note: This is part-6 of a series of articles on ‘Security and Privacy in Artificial Intelligence & Machine Learning’. Here are the links…Reading time18 min read
",06/30/2019 10:50 p.m.,ayushjain.te15,591,2019-06-30 22:50:00
3138,"
Thankyou so much for the tag @adventuroussrv!
*Day 4/60* :
1. Finished lesson 3 of Intro to deep learning with Pytorch course and started Lesson 4 *Introduction to Pytorch*
2. Tried coding the Iris flower detection Algorithm. Wasn't successful. Had lots of doubts and have to clear them up. Will try again and finish it most probably by next week. 
3. Attended the virtual meet up with the beautiful ladies of #wmn_who_code channel on zoom
I'd like to encourage and tag  @eileen.hertwig, @minassouane, @jenashubhangi20, @sachungo1, @elena.kutanov
",06/30/2019 10:51 p.m.,bharati.frnds,548,2019-06-30 22:51:00
3139,"
Day 4:
- Read paper for #reading_paper_discuss channel as tomorrow is the deadline. Link - https://arxiv.org/pdf/1712.07557.pdf
- Watched some videos of the challenge course
- Completed Lesson 4 of ud188
- Discussed about a project with @garg4.ag
- Motivated @ltruncel@aisha.jv70@sauravkumarsct@mikaelaysanchez@r.pretelt16@srivastava41099@jenashubhangi20@mary.romanenko@akueisara39@atulawasthi1299@smogal95@vipul.captureart@sid.panda99@arkachkrbrty@adventuroussrv@labknr98@bharati.frnds@sharjeel400@anshutrivedik@mhnpta@ayushjain.te15. Thanks for being super active and tagging others to participate actively. All the best to all. Happy learning 
",06/30/2019 10:51 p.m.,sankalpdayal5,648,2019-06-30 22:51:00
3140,"
#60daysofudacity  Day 4 Tasks:
1. Learned how to extract features from categorical and temporal data
2. Learned how to do feature transformation and learned strategies to deal with missing values
3. Learned to model Neural networks on SAS Viya
4. @quratfatima581 did you make any progress on the data that I sent you to work with ?
",06/30/2019 10:52 p.m.,muhammadhusnain08,333,2019-06-30 22:52:00
3141,"
Day 4: 1. Compleated learning about saving and loading the models 2. Learned to load actual images and do processing 3. Took part in Quiz organized in #beginners channel. It was fun brushing concepts about Differential Privacy 4. How's it going with the course? @rumanubhardwaj@honeyjindgar@shivamraisharma@karan_kishinani
",06/30/2019 10:53 p.m.,nishant.bharatindia,324,2019-06-30 22:53:00
3142,"
@rumanubhardwaj keep up the great work and you for always encouraging me 
",06/30/2019 10:53 p.m.,munniomer,75,2019-06-30 22:53:00
3143,"
@rumanubhardwaj  keep up with the good work! 
You are doing great! Thanks for motivating me too! 
",06/30/2019 10:54 p.m.,bharati.frnds,99,2019-06-30 22:54:00
3144,"
Day 1:
1. Pledged for 60DaysofUdacity
2. Finished lesson 1 and lesson 2 till concept 10
3. Discussed project ideas with a great bunch of people including @jabertuhin, @labknr98 and many others.
4. Planning for an onsite meetup next friday
",06/30/2019 10:56 p.m.,abir.sakif,240,2019-06-30 22:56:00
3145,"
Day 4: Worked on group project. Updated the documentation for the group project. Shout out to @anjumercian85@khandelwalcibaca@ewotawa@chocolate.coffee@agbugbaijeoma@dushyantpathak6789@dishingoyani1996 and @leha.asd95
",06/30/2019 10:56 p.m.,lexie,218,2019-06-30 22:56:00
3146,"
So happy for you @krishna.chari Go go go!
 
@munniomer So glad you joined us! 
",06/30/2019 10:57 p.m.,jenashubhangi20,80,2019-06-30 22:57:00
3147,"
Day  : Completed #l4_loc_glob_diff_priv mini-project *Varying Amount of Noise* Decided to compete on Kaggle with @seeratpal91 and @sol.vriksh and chose https://www.kaggle.com/c/aptos2019-blindness-detection/overview Learnt *The Algorithmic foundations of Differential Privacy- Lesson 2* Scored 90/100 in *The Algorithmic foundations of Differential Privacy- Lesson 1-2* Quiz Hit a 3 answer streak on Live Kahoot Quiz https://image.prntscr.com/image/78R85JGZSRiFSglXw0pJrA.png Shared notes on problems related to *The Algorithmic foundations of Differential Privacy* Helped community in slack
1. https://secureprivataischolar.slack.com/archives/CKC6MNSRG/p1561871575075800?thread_ts=1561868934.065500&cid=CKC6MNSRG
2. https://secureprivataischolar.slack.com/archives/CJSCX4WAZ/p1561864025039300?thread_ts=1561736942.344400&cid=CJSCX4WAZhttps://secureprivataischolar.slack.com/archives/CJSCX4WAZ/p1561883381083400?thread_ts=1561736942.344400&cid=CJSCX4WAZhttps://secureprivataischolar.slack.com/archives/CJSCX4WAZ/p1561883738084200?thread_ts=1561736942.344400&cid=CJSCX4WAZ
3. https://secureprivataischolar.slack.com/archives/CKREEFSNT/p1561905787107900?thread_ts=1561782668.042300&cid=CKREEFSNT
4. https://secureprivataischolar.slack.com/archives/CKRQP9ZLL/p1561879439422100?thread_ts=1561879263.421400&cid=CKRQP9ZLL
5. https://secureprivataischolar.slack.com/archives/CJSCX4WAZ/p1561914286172600?thread_ts=1561900615.098200&cid=CJSCX4WAZ
I would like to encourage @aisha.jv70 and @rishisridhar96 for their #60daysofudacity update if you haven't.Happy Learning
",06/30/2019 10:58 p.m.,nabhu123,1561,2019-06-30 22:58:00
3148,"
Day 1/60 #60daysofudacity
I know I'm bit late due to other work....but since today is June 30 and the course is valid till August 30...I think i can still complete the challenge..
So, finally I took the pledge to complete the challenge of #60daysofudacityI took pledge for do code and practice program topics for 30 minutes everyday!Attend a meet-up happening around you (or organise one!Gather a group of enthusiasts and engage in a group-project!Engross myself in the community initiatives!
Till now I have finished lesson 1 and 2!
",06/30/2019 10:58 p.m.,rohitsahoo852,535,2019-06-30 22:58:00
3149,"
@lexie On which project are you all guys working on? If you haven't started it yet would love to collaborate 
",06/30/2019 10:59 p.m.,deepakdk2431,111,2019-06-30 22:59:00
3150,"
*DAY 4*:
1. Complete Lesson 4 Evaluating the privacy of function. 
I encourage @nicolas_wsp@ibacaraujo to share your status about #60daysofudacity
And thank you @lexie@dushyantpathak6789  for tagging here is my status for today.
",06/30/2019 11 p.m.,dishingoyani1996,230,2019-06-30 23:00:00
3151,"
Day 4/60  revised lesson 3 and 4
",06/30/2019 11 p.m.,tasnuva2606,34,2019-06-30 23:00:00
3152,"
Day 4:
Continue lesson 5 and Finish lesson 6
",06/30/2019 11:02 p.m.,qursaan,46,2019-06-30 23:02:00
3153,"
DAY 4/60:
1.	Continuing on lesson 4
2.	Trying to arrange a meetup
3.	Encouraging  @mhmohona@emon535@sharmin.cse1.bu@intisarnaheen@jabertuhin
4.	Thanks for encouraged me @labknr98@ferdib.bsmrstu
",06/30/2019 11:02 p.m.,riday467366,195,2019-06-30 23:02:00
3154,"
Day 2 :
1)Helped peers on tech_help.
2)Learnt about kernels size , strides , padding and its effect on convolution layers to fully connected layer.
3)Tried some dynamic programming questions.
4) Implemented basic data structure and its functions in python to get better hang on to language.
",06/30/2019 11:03 p.m.,akadidas1,292,2019-06-30 23:03:00
3155,"
*Day 4/60:* :udacity_badge: #60daysofudacity :60daysofudacitybadge:
Culminated Udacity Lectures on:
- 9.1 Introducing Encrypted Deep Learning
- 9.2 Encrypted Subtraction and Public Multiplication
",06/30/2019 11:03 p.m.,karan_kishinani,197,2019-06-30 23:03:00
3156,"
Amazingly coordinated @jenashubhangi20@sarahhelena.barmer Loved knowing you all
",06/30/2019 11:03 p.m.,mahak.bansal97,81,2019-06-30 23:03:00
3157,"
*DAY 4/60*
- Attended #women_who_code virtual meetup. Glad to meet all beautiful ladies out there !!! Thanks @sarahhelena.barmer and @jenashubhangi20 for the platform.
- Continued learning on PyTorch and Deep Learning through there documentation. Also started creating brief notes for each topic.
- I would like to encourage @ewotawa@anjumercian85@chocolate.coffee@lexie@shivamraisharma to continue with #60daysofudacity
",06/30/2019 11:04 p.m.,khandelwalcibaca,422,2019-06-30 23:04:00
3158,"
@mahak.bansal97 So happy to see you today, and we will see each other tomorrow again :hero:
",06/30/2019 11:05 p.m.,sarahhelena.barmer,93,2019-06-30 23:05:00
3159,"
Well, thank you for sticking through the initial hiccup @mahak.bansal97
",06/30/2019 11:05 p.m.,jenashubhangi20,73,2019-06-30 23:05:00
3160,"
day 1: completed lesson 5!
",06/30/2019 11:05 p.m.,minoli879,28,2019-06-30 23:05:00
3161,"
Day 2/60: Parallelly Started learning Andrew NG's machine learning course on coursera.
 
Unable to send message For Day 2. So sent now.
",06/30/2019 11:05 p.m.,vtvishwanathbhat,137,2019-06-30 23:05:00
3162,"
Day 2: Started lesson 2!
",06/30/2019 11:07 p.m.,ash_sankhla,26,2019-06-30 23:07:00
3163,"
Day 3/60: Continued to course. Lesson 2.
",06/30/2019 11:07 p.m.,vtvishwanathbhat,42,2019-06-30 23:07:00
3164,"
Day 4:
1. Completed lessons 3 and 4 of intro to deep learning with pytorch
",06/30/2019 11:07 p.m.,alpeshyadav2518,76,2019-06-30 23:07:00
3165,"
@rumanubhardwaj are you talking about Coursera financial aid ?
",06/30/2019 11:08 p.m.,minassouane,64,2019-06-30 23:08:00
3166,"
Day 4 of #60daysofudacity :
1) Complete two Parts of Lesson Evaluating the privacy of function
2) Some Numpy Practice - https://github.com/Akshay2903/Machine-Learning-Algorithms/blob/master/numpy_practice.ipynb`
{
""cells"": [
{
""cell_type"": ""code"",
""execution_count"": 31,
""metadata"": {},
""outputs"": [],
""source"": [
""import numpy as np""
]
},
{
""cell_type"": ""code"",
""execution_count"": 32,
""metadata"": {},
""outputs"": [
{
""name"": ""stdout"",
""output_type"": ""stream"",
""text"": [
""[1 2 3]\n""
]
}
],
""source"": [
""a = np.array([1,2,3])\n"",
""print(a)""
]
},
{
""cell_type"": ""code"",
""execution_count"": 33,
""metadata"": {},
""outputs"": [
{
""name"": ""stdout"",
""output_type"": ""stream"",
""text"": [
""[[1 2 3]\n"",
"" [4 5 6]]\n""
]
}
],
""source"": [
""b = np.array([(1,2,3),(4,5,6)])\n"",
""print(b)""
]
},
{
""cell_type"": ""code"",
""execution_count"": 34,
""metadata"": {},
""outputs"": [],
""source"": [
""import numpy as np\n"",
""import time\n"",
""import sys""
]
},
{
""cell_type"": ""code"",
""execution_count"": 35,
""metadata"": {},
""outputs"": [
{
""name"": ""stdout"",
""output_type"": ""stream"",
""text"": [
""28000\n"",
""4000\n""
]
}
],
""source"": [
""# list take more size than numpy array\n"",
""s=range(1000)\n"",
""print(sys.getsizeof(5)*len(s))\n"",
""\n"",
""D = np.arange(1000)\n"",
""print(D.size*D.itemsize)\n""
]
},
{
""cell_type"": ""code"",
""execution_count"": 36,
""metadata"": {},
""outputs"": [
{
""name"": ""stdout"",
""output_type"": ""stream"",
""text"": [
""0.0\n"",
""0.0\n""
]
}
],
""source"": [
""SIZE = 1000\n"",
""\n"",
""L1 = range(SIZE)\n"",
""L2 = range(SIZE)\n"",
""\n"",
""A1 = np.arange(SIZE)\n"",
""A2 = np.arange(SIZE)\n"",
""\n"",
""start = time.time()\n"",
""\n"",
""result = [(x,y) for x,y in zip(L1,L2)]\n"",
""\n"",
""print((time.time()-start)*1000)\n"",
""\n"",
""start = time.time()\n"",
""\n"",
""result =A1+A2\n"",
""\n"",
""print((time.time()-start)*1000)""
]
},
{
""cell_type"": ""code"",
""execution_count"": 37,
""metadata"": {},
""outputs"": [
{
""name"": ""stdout"",
""output_type"": ""stream"",
""text"": [
""296.8282699584961\n"",
""79.68807220458984\n""
]
}
],
""source"": [
""# list take more time than numpy array in execution\n"",
""SIZE = 1000000\n"",
""\n"",
""L1 = range(SIZE)\n"",
""L2 = range(SIZE)\n"",
""\n"",
""A1 = np.arange(SIZE)\n"",
""A2 = np.arange(SIZE)\n"",
""\n"",
""start = time.time()\n"",
""\n"",
""result = [(x,y) for x,y in zip(L1,L2)]\n"",
""\n"",
""print((time.time()-start)*1000)\n"",
""\n"",
""start = time.time()\n"",
""\n"",
""# more convinient\n"",
""result =A1+A2\n"",
""\n"",
""print((time.time()-start)*1000)""
]
},
{
""cell_type"": ""code"",
""execution_count"": 38,
""metadata"": {},
""outputs"": [],
""source"": [
""import numpy as np""
]
},
{
""cell_type"": ""code"",
""execution_count"": 39,
""metadata"": {},
""outputs"": [
{
""name"": ""stdout"",
""output_type"": ""stream"",
""text"": [
""2\n""
]
}
],
""source"": [
""a = np.array([(1,2,3),(2,3,4)])\n"",
""print(a.ndim)""
]
},
{
""cell_type"": ""code"",
""execution_count"": 40,
""metadata"": {},
""outputs"": [
{
""name"": ""stdout"",
""output_type"": ""stream"",
""text"": [
""1\n""
]
}
],
""source"": [
""a = np.array([2,3,4])\n"",
""print(a.ndim)""
]
},
{
""cell_type"": ""code"",
""execution_count"": 41,
""metadata"": {},
""outputs"": [
{
""name"": ""stdout"",
""output_type"": ""stream"",
""text"": [
""4\n""
]
}
],
""source"": [
""print(a.itemsize)""
]
},
{
""cell_type"": ""code"",
""execution_count"": 42,
""metadata"": {},
""outputs"": [
{
""name"": ""stdout"",
""output_type"": ""stream"",
""text"": [
""int32\n""
]
}
],
""source"": [
""print(a.dtype)""
]
},
{
""cell_type"": ""code"",
""execution_count"": 43,
""metadata"": {},
""outputs"": [
{
""name"": ""stdout"",
""output_type"": ""stream"",
""text"": [
""3\n""
]
}
],
""source"": [
""print(a.size)""
]
},
{
""cell_type"": ""code"",
""execution_count"": 49,
""metadata"": {},
""outputs"": [],
""source"": [
""a = np.array([2,3,4,3,4,5])""
]
},
{
""cell_type"": ""code"",
""execution_count"": 50,
""metadata"": {},
""outputs"": [
{
""name"": ""stdout"",
""output_type"": ""stream"",
""text"": [
""6\n""
]
}
],
""source"": [
""print(a.size)""
]
},
{
""cell_type"": ""code"",
""execution_count"": 51,
""metadata"": {},
""outputs"": [
{
""name"": ""stdout"",
""output_type"": ""stream"",
""text"": [
""(6,)\n""
]
}
],
""source"": [
""print(a.shape)""
]
},
{
""cell_type"": ""code"",
""execution_count"": 52,
""metadata"": {},
""outputs"": [],
""source"": [
""a = np.array([(2,3,4,3,4,5),(1,2,3,7,8,9)])""
]
},
{
""cell_type"": ""code"",
""execution_count"": 53,
""metadata"": {},
""outputs"": [
{
""name"": ""stdout"",
""output_type"": ""stream"",
""text"": [
""(2, 6)\n""
]
}
],
""source"": [
""print(a.shape)""
]
},
{
""cell_type"": ""code"",
""execution_count"": 56,
""metadata"": {},
""outputs"": [
{
""name"": ""stdout"",
""output_type"": ""stream"",
""text"": [
""[[1 2 3 4]\n"",
"" [3 4 5 6]]\n"",
""[[1 2]\n"",
"" [3 4]\n"",
"" [3 4]\n"",
"" [5 6]]\n""
]
}
],
""source"": [
"" # reshape\n"",
""\n"",
""import numpy as np\n"",
""\n"",
""a = np.array([(1,2,3,4),(3,4,5,6)])\n"",
""\n"",
""print(a)\n"",
""\n"",
""a = a.reshape(4,2)\n"",
""\n"",
""print(a)""
]
},
{
""cell_type"": ""code"",
""execution_count"": 57,
""metadata"": {},
""outputs"": [
{
""name"": ""stdout"",
""output_type"": ""stream"",
""text"": [
""3\n""
]
}
],
""source"": [
""# slicing\n"",
""\n"",
""import numpy as np\n"",
""\n"",
""a = np.array([(1,2,3,4),(3,4,5,6)])\n"",
""\n"",
""print(a[0,2])""
]
},
{
""cell_type"": ""code"",
""execution_count"": 58,
""metadata"": {},
""outputs"": [
{
""name"": ""stdout"",
""output_type"": ""stream"",
""text"": [
""5\n""
]
}
],
""source"": [
""print(a[1,2])""
]
},
{
""cell_type"": ""code"",
""execution_count"": 59,
""metadata"": {},
""outputs"": [
{
""name"": ""stdout"",
""output_type"": ""stream"",
""text"": [
""[4 6]\n""
]
}
],
""source"": [
""print(a[0:,3])""
]
},
{
""cell_type"": ""code"",
""execution_count"": 60,
""metadata"": {},
""outputs"": [
{
""name"": ""stdout"",
""output_type"": ""stream"",
""text"": [
""[ 4  6 10]\n""
]
}
],
""source"": [
""a = np.array([(1,2,3,4),(3,4,5,6),(7,8,9,10)])\n"",
""print(a[0:,3])""
]
},
{
""cell_type"": ""code"",
""execution_count"": 61,
""metadata"": {},
""outputs"": [
{
""name"": ""stdout"",
""output_type"": ""stream"",
""text"": [
""[4 6]\n""
]
}
],
""source"": [
""print(a[0:2,3])""
]
},
{
""cell_type"": ""code"",
""execution_count"": 63,
""metadata"": {},
""outputs"": [
{
""name"": ""stdout"",
""output_type"": ""stream"",
""text"": [
""[1.  1.5 2.  2.5 3. ]\n""
]
}
],
""source"": [
""# linspace\n"",
""\n"",
""a = np.linspace(1,3,5)\n"",
""print(a)""
]
},
{
""cell_type"": ""code"",
""execution_count"": 64,
""metadata"": {},
""outputs"": [
{
""name"": ""stdout"",
""output_type"": ""stream"",
""text"": [
""[1.         1.22222222 1.44444444 1.66666667 1.88888889 2.11111111\n"",
"" 2.33333333 2.55555556 2.77777778 3.        ]\n""
]
}
],
""source"": [
""a = np.linspace(1,3,10)\n"",
""print(a)""
]
},
{
""cell_type"": ""code"",
""execution_count"": 67,
""metadata"": {},
""outputs"": [
{
""name"": ""stdout"",
""output_type"": ""stre…
",06/30/2019 11:08 p.m.,akshaypal2903,6389,2019-06-30 23:08:00
3167,"
Day 4.
1. Completed part 7 of lesson 2
2. Preparing for the group project
3. Encouraged @jabertuhin@riday467366
",06/30/2019 11:10 p.m.,sharmin.cse1.bu,113,2019-06-30 23:10:00
3168,"
Day 3: #60daysofudacity
• Completed the lesson4: Evaluating the privacy of a function
",06/30/2019 11:11 p.m.,rupeshpurum,87,2019-06-30 23:11:00
3169,"
Can’t find better things without trying something new so wasn’t an issue!@jenashubhangi20
Looking forward to seeing you tomorrow @sarahhelena.barmer
",06/30/2019 11:14 p.m.,mahak.bansal97,150,2019-06-30 23:14:00
3170,"
Day 3: Worked on Kaggle Projects and Transcribed the Tech Help Session for today. :penguin_dance:
",06/30/2019 11:14 p.m.,taz.taimur,99,2019-06-30 23:14:00
3171,"
Day 3: 1. Read this paper on prediction in Hospital Morality using Deep learning [https://www.ncbi.nlm.nih.gov/pubmed/26679719]. 2. Planning for the meet up in Bangladesh. 3. Encouraged @jabertuhin and @sharmin.cse1.bu#60daysofudacity
",06/30/2019 11:14 p.m.,intisarnaheen,236,2019-06-30 23:14:00
3172,"
Day 4: Completed lesson 6
",06/30/2019 11:17 p.m.,seban19021997,27,2019-06-30 23:17:00
3173,"
Day : Redid my dlnd project on dog classifier.
",06/30/2019 11:17 p.m.,pratyaksha6696,48,2019-06-30 23:17:00
3174,"
",06/30/2019 11:18 p.m.,nabhu123,1,2019-06-30 23:18:00
3175,"
Day #4
:female-technologist: Started lesson 7 in Federated Learning. Completed 1-7. The concept is like distributed systems or edge computing, I suppose, in a way that the end device downloads the model from the cloud and trains locally with users’ data. Then upload the model back to the central server in order to share with everyone. Without end user even notice, everything is running in the background. Quite interesting! Signed up for a Kahoot Sunday quiz. Look forward to the game! Read an interesting article how an AI App helps quit smoking:https://techgrabyte.com/ai-help-people-quit-smoking/ Started a thread in wmn_who_code about an evil application of GAN is to undress woman’s image:https://techgrabyte.com/deepnude-ai-undressed-women-deepfakes/?fbclid=IwAR3Vwu508ipRIUMlWP1OBeViDSeDZI2Tm6RP2A738hNpUofKkVxtqGJHA9M Watched a TED Talk about how AI could become an extension of your mind. At the first glance it’s kind of creepy, but then the idea seems like embedding a computer inside a human body. The application I can think of is that people with this sticker will probably have better chance to ace the job interviews. https://www.ted.com/talks/arnav_kapur_a_breakthrough_device_that_combines_mind_and_machineResearcher created an mchine learning algorithms that heps to break smoking habit, it has been trained over the data of people who actually quit smoking.DeepNudes is an app that “undressed” photos of women. It uses GAN, to creates a new realistic, naked image of that same person.Try talking to yourself without opening your mouth, by simply saying words internally. What if you could search the internet like that -- and get an answer back? In the first live public demo of his new technology, TED Fellow Arnav Kapur introduces AlterEgo: a wearable AI device with the potential to let you silently talk to and get information from a computer system, like a voice inside your head. Learn more about how the device works and the far-reaching implications of this new kind of human-computer interaction.
",06/30/2019 11:18 p.m.,jule.akimoto,2030,2019-06-30 23:18:00
3176,"
*Day 4:* Completed lesson 5, started planning a project on hand gesture recognition using CNN.
",06/30/2019 11:18 p.m.,pbiswas101b,96,2019-06-30 23:18:00
3177,"
@amansharma.pcmip That will be great. I' read it. And give you feed back.
",06/30/2019 11:19 p.m.,alanvera01,75,2019-06-30 23:19:00
3178,"
Day :
1. Learnt to code custom dataloaders in pytorch.
2. Attended #womenwhocode virtual meet-up 
3. Getting ready for a virtual meet-up with my project group !
",06/30/2019 11:19 p.m.,mahak.bansal97,162,2019-06-30 23:19:00
3179,"
Day 4: Started lesson 8 (Securing Federated Learning). Got some insight of how to use a trusted aggregator by using a secure third party.
",06/30/2019 11:19 p.m.,ayushjainrksh,139,2019-06-30 23:19:00
3180,"
Day 4 of #60daysofudacity
Attended awesome virtual meetup of #wmn_who_code.It was lovely meeting you all.
Thank you @sarahhelena.barmer and @jenashubhangi20 for organizing the awesome meetup.
Read some research papers related to working with thermal images using deep learning
",06/30/2019 11:20 p.m.,mushrifahhasan,278,2019-06-30 23:20:00
3181,"
*Day 3:*
1 - Lesson 2 | 17-18
2 - Going through kaggle datasets to work on a project.
encouraging - @intisarnaheen@riday467366
",06/30/2019 11:21 p.m.,jabertuhin,128,2019-06-30 23:21:00
3182,"
Always lovely to see you @mushrifahhasan
",06/30/2019 11:21 p.m.,sarahhelena.barmer,42,2019-06-30 23:21:00
3183,"
DAY 4: Attended a wonderful meetup with very enthusiastic people @arkachkrbrty@kumarprabhu244@pranjalchaubey@shashvatgupta448@samrat.pyaraka in Hyderabad.
Discussed about this challenge and got to know about their interesting backgrounds
Couldnot do much coding but could managed 30 mins for learning and implementing PATE analysis...#60daysofudacity
",06/30/2019 11:23 p.m.,manishajhunjhunwala7,352,2019-06-30 23:23:00
3184,"
*Day 4*
- Completed lesson 3
- Working with a team for a local Hackathon ""Code Geist Hackathon"" :flag-eg: on a bomb disposal robot with computer vision. wish luck for us 
",06/30/2019 11:24 p.m.,ziad.esam.ezat,172,2019-06-30 23:24:00
3185,"
Day 2: Read article about federated learning https://federated.withgoogle.com/Building better products with on-device data and privacy by default. An online comic from Google AI.
",06/30/2019 11:24 p.m.,himanshunailwal.rhce,180,2019-06-30 23:24:00
3186,"
Day 2:
",06/30/2019 11:26 p.m.,pogayo17,8,2019-06-30 23:26:00
3187,"
Day 4)
-> Learning Pytorch
-> How to build and train a neural network in Pytorch
-> Encouraged @riday467366 and @emon535 for #60daysofudacity
",06/30/2019 11:26 p.m.,nazmulshuvo03,143,2019-06-30 23:26:00
3188,"
Day 1/60:
- Made the pledge to join 60 days of udacity
- Revisited concepts from lessons intro to DP
- Completed 4 units from Intermediate Machine Learning from Kaggle
- Entered 'Housing Prices Competition for Kaggle Learn Users Competition'
- Planned schedule for next week
",06/30/2019 11:28 p.m.,cioloboc.florin,276,2019-06-30 23:28:00
